far, high, below, narrow, enemy,,
Agent Skill,,,,,,
0,1,1,1,1,,
Blocks Feature Counts Over Time,,,,,,
3,1,5,5,3,6,0.5
1,1,6,3,5,7,0.142857143
7,6,19,20,26,30,0.233333333
5,4,13,8,13,18,0.277777778
6,4,26,19,21,30,0.2
1,2,2,3,3,4,0.25
7,7,34,30,26,42,0.166666667
2,5,7,10,8,14,0.142857143
5,3,10,13,11,15,0.333333333
1,0,5,4,4,5,0.2
2,1,6,4,5,7,0.285714286
18,18,41,44,37,65,0.276923077
5,5,19,18,18,26,0.192307692
1,4,5,9,10,10,0.1
1,2,1,2,3,3,0.333333333
16,12,37,36,34,52,0.307692308
7,8,28,27,27,38,0.184210526
13,14,49,52,43,64,0.203125
4,4,9,8,11,14,0.285714286
2,1,6,7,6,7,0.285714286
1,1,3,2,3,4,0.25
8,21,53,55,55,76,0.105263158
2,0,8,8,6,9,0.222222222
6,8,13,11,17,23,0.260869565
4,7,12,14,13,20,0.2
3,5,14,15,11,21,0.142857143
6,2,9,8,10,14,0.428571429
4,2,17,15,14,20,0.2
12,17,47,49,44,66,0.181818182
5,6,19,15,20,26,0.192307692
9,15,44,44,39,61,0.147540984
1,1,4,4,3,5,0.2
4,9,17,22,19,28,0.142857143
1,1,3,3,2,4,0.25
1,2,5,7,4,8,0.125
1,0,2,2,2,2,0.5
1,1,3,3,4,4,0.25
1,0,4,5,4,5,0.2
6,4,21,18,20,28,0.214285714
5,8,15,20,16,25,0.2
5,11,20,21,24,32,0.15625
13,16,54,48,49,72,0.180555556
1,1,3,3,3,4,0.25
2,1,7,6,8,9,0.222222222
2,2,5,3,4,7,0.285714286
2,5,4,7,7,10,0.2
6,5,12,11,11,18,0.333333333
5,5,16,17,19,23,0.217391304
4,6,13,14,12,19,0.210526316
3,10,12,19,19,24,0.125
2,3,8,10,8,11,0.181818182
4,6,10,11,14,17,0.235294118
7,9,29,24,25,40,0.175
3,4,8,8,8,13,0.230769231
4,2,9,8,5,11,0.363636364
9,11,28,23,31,41,0.219512195
3,7,9,12,10,16,0.1875
4,1,5,7,6,8,0.5
6,13,18,23,22,33,0.181818182
7,9,28,28,24,37,0.189189189
3,6,8,8,9,14,0.214285714
1,3,6,7,9,10,0.1
9,14,50,44,39,67,0.134328358
4,4,9,8,12,15,0.266666667
2,2,5,4,4,7,0.285714286
11,15,34,31,34,51,0.215686275
5,6,15,10,15,22,0.227272727
2,6,14,14,11,20,0.1
5,5,16,16,16,23,0.217391304
2,3,5,6,8,9,0.222222222
5,5,13,17,10,18,0.277777778
20,36,60,68,68,100,0.2
1,3,3,5,4,6,0.166666667
5,3,9,9,9,15,0.333333333
12,18,36,47,43,58,0.206896552
5,8,10,10,13,18,0.277777778
1,0,2,2,1,2,0.5
2,3,7,6,7,10,0.2
12,20,60,55,59,87,0.137931034
1,0,2,2,0,2,0.5
1,2,6,4,6,8,0.125
10,14,61,56,52,78,0.128205128
3,4,11,10,11,15,0.2
7,7,15,17,18,23,0.304347826
1,1,6,4,5,7,0.142857143
2,3,7,8,10,12,0.166666667
18,13,41,48,39,63,0.285714286
2,11,13,14,18,24,0.083333333
1,1,3,2,2,4,0.25
6,5,11,10,14,18,0.333333333
4,5,8,10,8,15,0.266666667
2,0,3,1,3,4,0.5
4,3,5,8,8,10,0.4
9,7,19,23,23,30,0.3
16,9,49,44,44,62,0.258064516
3,1,5,2,4,6,0.5
4,4,17,19,19,25,0.16
7,4,8,7,14,17,0.411764706
1,0,1,2,1,2,0.5
2,3,9,6,8,12,0.166666667
5,4,10,8,10,16,0.3125
2,4,14,11,12,18,0.111111111
7,14,30,33,30,47,0.14893617
2,2,2,3,4,5,0.4
10,15,32,32,34,51,0.196078431
6,7,17,21,17,27,0.222222222
8,15,39,32,37,54,0.148148148
9,7,29,29,25,39,0.230769231
7,12,33,33,33,47,0.14893617
4,1,7,6,5,9,0.444444444
7,3,21,13,16,24,0.291666667
2,0,3,1,2,3,0.666666667
1,1,5,4,5,6,0.166666667
7,4,13,13,11,18,0.388888889
10,10,33,32,34,47,0.212765957
4,4,13,13,13,20,0.2
2,1,6,3,6,8,0.25
2,3,12,7,11,15,0.133333333
8,1,16,11,11,19,0.421052632
1,0,2,2,3,3,0.333333333
4,2,13,13,11,17,0.235294118
10,12,33,29,31,47,0.212765957
2,9,14,18,17,23,0.086956522
4,4,11,10,11,16,0.25
1,1,0,1,0,2,0.5
2,0,3,2,3,4,0.5
1,0,8,3,7,8,0.125
3,1,6,4,6,7,0.428571429
9,6,24,22,18,33,0.272727273
7,1,10,10,10,14,0.5
5,4,10,13,12,16,0.3125
9,17,49,46,49,71,0.126760563
3,2,9,5,5,12,0.25
5,6,17,19,15,24,0.208333333
12,4,28,22,25,36,0.333333333
2,0,5,3,4,6,0.333333333
1,2,3,2,4,5,0.2
1,0,3,0,3,3,0.333333333
1,1,4,3,4,6,0.166666667
1,2,1,0,2,3,0.333333333
3,7,7,11,14,16,0.1875
18,26,67,67,74,100,0.18
5,4,13,14,16,18,0.277777778
7,5,26,23,25,33,0.212121212
1,2,6,6,8,9,0.111111111
6,7,22,20,25,31,0.193548387
9,6,25,20,18,34,0.264705882
2,1,3,2,4,5,0.4
12,26,39,37,45,68,0.176470588
9,5,21,17,23,29,0.310344828
5,4,13,13,15,20,0.25
2,4,7,7,10,12,0.166666667
10,9,33,28,27,45,0.222222222
5,3,9,11,10,14,0.357142857
7,24,44,48,45,71,0.098591549
1,1,4,5,4,6,0.166666667
2,3,3,5,3,7,0.285714286
3,8,11,16,12,21,0.142857143
4,1,7,5,5,9,0.444444444
1,0,2,0,2,2,0.5
4,7,20,20,18,27,0.148148148
4,9,15,15,21,26,0.153846154
Final Probabilities,,,,,,
0.799335,0.999964,0.953529,0.95304,0.953251,,
