far, high, below, narrow, enemy,,
Agent Skill,,,,,,
0,1,1,1,1,,
Blocks Feature Counts Over Time,,,,,,
11,8,29,24,32,39,0.282051282
1,0,0,1,1,1,0.5
4,1,8,6,8,10,0.4
7,6,12,13,18,20,0.35
1,0,0,0,1,1,0.5
2,0,3,2,2,3,0.666666667
7,5,13,12,12,19,0.368421053
11,9,22,29,29,36,0.305555556
3,7,15,18,12,23,0.130434783
7,4,13,12,12,19,0.368421053
12,15,54,43,50,73,0.164383562
7,7,13,11,10,21,0.333333333
3,1,4,1,2,5,0.6
2,0,1,1,2,3,0.666666667
4,1,10,7,9,12,0.333333333
10,11,24,23,23,37,0.27027027
3,3,9,13,9,15,0.2
3,1,2,3,4,5,0.6
5,8,13,17,15,24,0.208333333
2,0,2,1,3,3,0.666666667
9,10,28,25,27,42,0.214285714
7,4,13,16,13,21,0.333333333
2,1,2,3,3,5,0.4
5,0,6,4,4,7,0.714285714
11,27,39,42,40,69,0.15942029
16,17,50,52,47,75,0.213333333
8,9,16,18,16,27,0.296296296
10,9,30,23,25,42,0.238095238
2,0,1,1,1,2,0.5
8,10,22,26,19,35,0.228571429
1,0,1,0,1,1,0.5
5,4,11,10,15,17,0.294117647
2,0,4,3,2,4,0.5
1,0,1,1,1,1,0.5
2,0,0,1,1,2,0.5
2,1,2,2,2,4,0.5
7,10,28,23,24,39,0.179487179
2,3,7,7,6,11,0.181818182
1,0,1,1,1,1,0.5
1,0,1,0,0,1,0.5
5,5,8,11,7,16,0.3125
2,0,1,1,2,2,0.5
3,5,8,8,9,13,0.230769231
3,5,7,6,7,14,0.214285714
1,0,1,1,1,1,0.5
9,13,23,21,23,36,0.25
12,18,54,40,52,76,0.157894737
4,4,8,7,9,12,0.333333333
3,1,11,8,9,14,0.214285714
6,11,19,21,22,33,0.181818182
3,1,3,3,4,5,0.6
7,8,18,22,19,29,0.24137931
6,2,20,16,15,24,0.25
2,0,2,2,2,2,0.5
4,6,9,10,8,17,0.235294118
2,2,2,3,2,5,0.4
7,7,18,14,19,28,0.25
1,0,1,1,1,1,0.5
5,8,15,21,14,26,0.192307692
2,2,4,4,4,7,0.285714286
8,9,16,22,20,28,0.285714286
2,2,2,3,3,5,0.4
11,21,44,41,47,69,0.15942029
4,5,10,11,10,16,0.25
8,5,22,20,18,30,0.266666667
8,15,18,19,22,36,0.222222222
1,0,1,1,0,1,0.5
7,15,13,19,20,30,0.233333333
7,5,20,20,18,30,0.233333333
2,0,2,2,1,2,0.5
11,7,33,33,28,44,0.25
2,3,4,6,7,8,0.25
2,0,4,3,4,4,0.5
8,8,20,18,21,30,0.266666667
3,2,8,7,7,11,0.272727273
6,3,7,11,12,14,0.428571429
5,10,27,23,25,37,0.135135135
1,0,0,1,0,1,0.5
5,1,10,7,7,11,0.454545455
8,8,27,26,23,37,0.216216216
7,4,10,9,8,16,0.4375
4,2,4,6,7,8,0.5
4,1,8,7,7,10,0.4
1,0,0,0,1,1,0.5
2,1,5,4,5,6,0.333333333
2,0,1,1,1,2,0.5
11,19,34,42,35,59,0.186440678
2,2,4,4,5,6,0.333333333
4,0,6,5,4,7,0.571428571
13,14,32,35,33,50,0.26
6,10,33,36,27,43,0.139534884
3,9,15,19,15,25,0.12
9,21,29,35,34,56,0.160714286
1,0,1,1,1,1,0.5
2,0,4,3,4,4,0.5
1,0,0,1,1,1,0.5
3,4,8,7,9,13,0.230769231
2,1,2,3,3,4,0.5
2,0,1,0,2,2,0.5
2,1,9,4,6,10,0.2
7,7,12,14,12,21,0.333333333
11,6,31,29,22,44,0.25
8,12,27,26,25,41,0.195121951
1,0,1,0,0,1,0.5
10,11,17,26,22,33,0.303030303
5,3,17,14,15,20,0.25
1,0,1,1,1,1,0.5
1,0,0,0,0,1,0.5
8,8,31,22,24,40,0.2
2,2,2,2,4,4,0.5
17,10,29,28,25,47,0.361702128
10,6,28,25,22,38,0.263157895
1,0,1,1,1,1,0.5
1,0,0,1,1,1,0.5
10,5,17,17,15,27,0.37037037
2,0,4,4,3,4,0.5
1,0,0,0,1,1,0.5
1,0,1,1,1,1,0.5
3,1,2,2,2,4,0.75
4,12,12,16,18,27,0.148148148
10,3,11,9,10,17,0.588235294
6,4,20,15,19,26,0.230769231
2,0,2,3,1,3,0.666666667
1,0,0,1,0,1,0.5
2,0,2,3,2,3,0.666666667
8,17,30,33,35,50,0.16
1,0,0,1,0,1,0.5
2,1,3,3,4,5,0.4
8,8,25,25,20,36,0.222222222
1,0,0,0,1,1,0.5
7,6,25,22,23,35,0.2
15,11,31,35,31,49,0.306122449
9,10,25,24,30,39,0.230769231
7,5,7,10,8,15,0.466666667
11,4,14,18,12,21,0.523809524
8,12,27,29,21,42,0.19047619
2,0,2,1,1,2,0.5
5,3,15,13,12,19,0.263157895
2,0,2,1,2,3,0.666666667
3,1,10,7,8,12,0.25
22,14,49,45,52,75,0.293333333
3,3,5,6,7,9,0.333333333
3,0,2,2,3,3,0.5
4,5,9,11,12,15,0.266666667
9,7,18,23,19,28,0.321428571
8,16,21,28,27,40,0.2
2,0,2,3,2,3,0.666666667
1,0,0,0,1,1,0.5
12,7,26,24,18,36,0.333333333
2,0,2,0,1,2,0.5
1,0,0,1,1,1,0.5
3,5,9,9,13,15,0.2
4,0,2,2,2,4,0.5
2,0,4,4,5,6,0.333333333
5,7,13,16,16,21,0.238095238
11,9,20,22,19,30,0.366666667
4,2,6,7,6,11,0.363636364
6,13,15,18,18,30,0.2
2,0,1,1,1,2,0.5
1,0,0,1,1,1,0.5
7,2,6,8,8,11,0.636363636
1,0,1,1,1,1,0.5
8,14,22,26,29,39,0.205128205
2,2,6,6,7,8,0.25
1,0,1,0,0,1,0.5
1,0,0,1,1,1,0.5
3,5,2,8,6,8,0.375
2,2,4,4,3,6,0.333333333
1,0,0,1,0,1,0.5
3,0,7,5,6,8,0.375
3,5,8,5,11,14,0.214285714
2,0,1,0,1,2,0.5
20,25,59,57,55,90,0.222222222
5,7,26,20,27,33,0.151515152
6,5,11,14,15,20,0.3
1,0,1,0,0,1,0.5
3,2,7,6,8,9,0.333333333
8,2,13,16,16,20,0.4
6,5,13,14,13,19,0.315789474
1,0,1,1,0,1,0.5
8,9,25,27,30,38,0.210526316
2,2,7,7,8,9,0.222222222
2,2,2,2,2,5,0.4
3,4,4,5,8,9,0.333333333
16,24,42,42,47,72,0.222222222
1,0,1,1,1,1,0.5
1,0,0,0,0,1,0.5
8,3,19,19,14,26,0.307692308
1,0,1,1,1,1,0.5
1,0,0,1,1,1,0.5
2,0,1,2,0,2,0.5
2,4,6,6,9,11,0.181818182
6,1,15,5,11,17,0.352941176
5,3,2,5,8,10,0.5
4,4,10,8,10,14,0.285714286
1,0,1,0,1,1,0.5
4,1,4,6,6,7,0.571428571
2,1,10,9,8,11,0.181818182
1,0,1,1,0,1,0.5
8,5,13,15,15,21,0.380952381
1,0,1,1,1,1,0.5
1,0,1,1,0,1,0.5
1,0,0,0,0,1,0.5
7,12,47,45,38,60,0.116666667
8,9,22,20,21,33,0.242424242
4,1,8,5,8,12,0.333333333
1,0,1,0,1,1,0.5
4,2,6,4,7,9,0.444444444
2,1,2,2,4,4,0.5
7,5,15,13,15,22,0.318181818
5,4,6,10,10,13,0.384615385
1,0,0,1,1,1,0.5
4,4,7,10,6,12,0.333333333
3,3,15,5,9,18,0.166666667
5,3,7,7,7,12,0.416666667
2,1,4,2,5,5,0.4
8,5,18,11,17,24,0.333333333
10,15,41,36,37,57,0.175438596
7,12,29,26,30,42,0.166666667
3,2,9,8,8,12,0.25
2,1,2,2,2,4,0.5
2,0,5,4,4,5,0.4
2,0,2,1,1,2,0.5
22,30,66,62,74,100,0.22
1,0,1,0,0,1,0.5
4,3,3,4,5,8,0.5
10,7,16,14,18,28,0.357142857
1,0,1,1,1,1,0.5
4,1,7,4,7,9,0.444444444
1,0,0,1,1,1,0.5
6,9,18,23,24,31,0.193548387
5,5,8,10,9,14,0.357142857
7,4,14,15,13,22,0.318181818
12,15,37,35,37,56,0.214285714
3,3,7,8,9,11,0.272727273
12,9,25,28,23,40,0.3
1,0,1,1,1,1,0.5
5,2,10,8,7,13,0.384615385
5,1,13,11,12,17,0.294117647
5,5,8,8,7,14,0.357142857
11,11,47,40,38,61,0.180327869
5,7,8,13,12,20,0.25
7,16,30,28,32,48,0.145833333
9,5,15,17,13,25,0.36
3,4,9,9,12,14,0.214285714
5,0,7,4,5,8,0.625
2,9,13,11,13,22,0.090909091
11,9,22,23,19,38,0.289473684
2,0,4,1,2,4,0.5
9,12,21,26,25,37,0.243243243
5,9,19,20,17,30,0.166666667
4,1,5,4,7,8,0.5
1,0,1,0,1,1,0.5
12,16,40,32,36,58,0.206896552
9,2,16,13,14,21,0.428571429
11,19,37,37,43,59,0.186440678
5,0,13,7,9,13,0.384615385
10,9,23,19,25,37,0.27027027
2,3,5,6,5,8,0.25
4,2,2,2,4,6,0.666666667
15,7,25,17,23,37,0.405405405
10,14,31,26,33,47,0.212765957
3,6,16,14,17,22,0.136363636
4,0,1,1,4,4,0.5
4,4,12,13,10,16,0.25
3,1,4,3,3,5,0.6
4,2,8,7,7,12,0.333333333
2,1,2,1,2,3,0.666666667
3,5,8,8,8,14,0.214285714
4,4,13,12,9,19,0.210526316
3,0,6,4,6,7,0.428571429
1,0,1,1,1,1,0.5
8,10,27,23,32,40,0.2
6,4,6,9,7,12,0.5
4,2,7,7,7,11,0.363636364
4,3,7,8,9,11,0.363636364
2,0,1,1,2,2,0.5
1,0,1,1,0,1,0.5
2,3,6,6,8,11,0.181818182
1,0,1,0,1,1,0.5
5,6,19,20,16,26,0.192307692
7,4,10,11,11,17,0.411764706
1,0,1,1,1,1,0.5
2,1,2,2,3,3,0.666666667
6,9,9,17,12,20,0.3
4,0,2,2,4,4,0.5
9,15,30,33,28,47,0.191489362
3,1,2,4,5,5,0.6
1,0,1,1,0,1,0.5
1,0,1,1,1,1,0.5
3,2,7,8,7,10,0.3
2,0,3,3,3,4,0.5
1,0,1,0,0,1,0.5
8,10,36,33,36,50,0.16
12,12,22,26,27,39,0.307692308
1,0,1,1,0,1,0.5
12,15,37,36,35,57,0.210526316
20,22,47,52,46,76,0.263157895
9,9,18,19,21,30,0.3
9,5,18,17,16,27,0.333333333
1,0,1,1,1,1,0.5
4,4,10,11,11,16,0.25
4,4,9,11,7,14,0.285714286
3,0,4,3,1,5,0.6
1,0,1,1,1,1,0.5
9,16,20,26,24,40,0.225
1,0,1,1,1,1,0.5
6,3,15,10,13,19,0.315789474
4,2,5,7,7,9,0.444444444
4,7,15,13,12,23,0.173913043
2,4,3,7,5,8,0.25
10,10,25,26,26,39,0.256410256
10,15,32,39,34,53,0.188679245
3,2,9,7,6,12,0.25
1,0,0,0,0,1,0.5
22,27,45,50,50,78,0.282051282
6,3,14,9,11,19,0.315789474
2,0,1,1,2,2,0.5
2,4,6,7,9,11,0.181818182
1,0,1,1,1,1,0.5
5,2,7,7,6,10,0.5
1,0,0,1,1,1,0.5
8,6,19,13,19,28,0.285714286
5,15,26,35,26,43,0.11627907
8,3,18,22,12,28,0.285714286
4,1,5,4,3,6,0.666666667
4,5,7,12,9,14,0.285714286
12,19,29,34,35,52,0.230769231
2,0,4,2,4,4,0.5
3,3,9,6,11,13,0.230769231
3,1,6,6,5,8,0.375
6,5,20,16,21,26,0.230769231
2,6,6,10,10,12,0.166666667
1,0,0,1,0,1,0.5
3,2,6,7,5,9,0.333333333
3,6,11,11,11,18,0.166666667
2,0,1,1,1,2,0.5
2,1,3,3,1,4,0.5
5,7,17,15,18,24,0.208333333
3,1,3,5,4,6,0.5
3,0,7,5,8,8,0.375
15,20,47,49,50,70,0.214285714
10,17,20,30,28,42,0.238095238
2,2,6,8,6,8,0.25
2,3,3,5,5,7,0.285714286
6,6,16,23,15,24,0.25
1,0,1,1,1,1,0.5
5,5,13,13,14,18,0.277777778
3,2,2,4,2,6,0.5
6,8,27,19,20,36,0.166666667
1,0,1,1,1,1,0.5
4,4,6,5,10,12,0.333333333
1,0,1,1,0,1,0.5
2,1,3,2,5,5,0.4
1,0,0,1,1,1,0.5
2,0,2,2,2,2,0.5
23,28,57,59,52,93,0.247311828
7,4,21,20,22,28,0.25
3,2,2,4,3,5,0.6
7,7,19,16,14,27,0.259259259
9,8,22,26,23,34,0.264705882
3,5,10,11,12,16,0.1875
4,1,4,3,5,6,0.666666667
14,21,48,52,49,75,0.186666667
1,0,1,0,1,1,0.5
6,7,13,12,17,21,0.285714286
4,2,9,9,11,14,0.285714286
6,4,16,17,11,20,0.3
4,0,2,3,3,4,0.5
3,3,3,5,6,8,0.375
3,1,3,3,3,5,0.6
8,5,10,8,10,18,0.444444444
9,4,24,18,24,32,0.28125
10,13,34,27,30,49,0.204081633
1,0,1,1,0,1,0.5
4,8,10,15,14,20,0.2
8,9,20,26,24,32,0.25
6,11,20,21,15,31,0.193548387
6,4,18,15,15,23,0.260869565
8,11,24,31,30,39,0.205128205
7,8,14,15,11,24,0.291666667
5,0,18,11,13,18,0.277777778
7,8,20,17,19,31,0.225806452
2,2,6,5,8,9,0.222222222
3,0,2,2,3,3,0.5
1,0,0,1,1,1,0.5
2,0,2,2,2,3,0.666666667
3,4,10,12,11,14,0.214285714
2,0,2,3,3,3,0.666666667
1,0,1,1,0,1,0.5
6,6,9,13,8,17,0.352941176
1,0,0,0,1,1,0.5
5,4,4,6,6,11,0.454545455
1,0,1,0,0,1,0.5
4,5,4,5,8,11,0.363636364
5,4,13,10,12,18,0.277777778
1,0,1,1,1,1,0.5
4,2,8,10,10,11,0.363636364
1,0,1,1,1,1,0.5
2,0,4,3,4,4,0.5
2,1,1,3,3,3,0.666666667
16,22,45,51,34,72,0.222222222
1,0,1,0,1,1,0.5
1,0,0,1,1,1,0.5
3,1,14,7,9,16,0.1875
1,0,1,1,0,1,0.5
6,7,14,14,16,24,0.25
14,10,24,31,22,39,0.358974359
1,0,1,0,0,1,0.5
8,6,13,23,16,26,0.307692308
18,22,52,54,53,82,0.219512195
5,6,9,14,10,16,0.3125
4,1,5,6,3,8,0.5
10,14,30,36,35,49,0.204081633
4,0,5,4,4,5,0.8
1,0,0,0,1,1,0.5
5,1,9,7,9,13,0.384615385
6,11,20,24,22,31,0.193548387
1,0,0,1,1,1,0.5
2,0,1,1,2,2,0.5
6,7,29,22,20,38,0.157894737
1,0,0,1,1,1,0.5
9,13,24,27,23,39,0.230769231
6,8,16,17,18,25,0.24
2,0,3,0,2,5,0.4
3,0,4,3,4,5,0.6
1,0,1,0,1,1,0.5
18,20,42,38,47,71,0.253521127
2,0,2,1,2,2,0.5
5,2,14,13,14,18,0.277777778
5,2,7,8,8,11,0.454545455
2,1,5,4,5,6,0.333333333
2,1,9,9,5,10,0.2
1,0,0,1,1,1,0.5
1,0,1,1,1,1,0.5
2,2,2,2,2,5,0.4
2,0,3,1,3,4,0.5
2,1,3,2,2,6,0.333333333
1,0,1,1,0,1,0.5
1,0,0,0,0,1,0.5
2,1,4,2,6,6,0.333333333
1,0,1,0,1,1,0.5
10,16,46,35,41,63,0.158730159
3,6,8,11,11,15,0.2
8,5,17,15,18,25,0.32
2,0,3,2,3,4,0.5
17,19,57,44,47,81,0.209876543
1,0,1,1,1,1,0.5
4,2,7,6,7,10,0.4
2,3,4,5,7,9,0.222222222
3,6,13,13,17,19,0.157894737
1,0,1,1,1,1,0.5
2,1,3,2,4,5,0.4
4,4,14,14,12,19,0.210526316
8,17,19,31,23,41,0.195121951
5,4,17,13,16,22,0.227272727
2,2,5,3,4,7,0.285714286
3,1,4,1,3,5,0.6
3,2,3,4,2,8,0.375
2,5,7,5,7,12,0.166666667
1,0,1,1,1,1,0.5
3,1,6,6,5,9,0.333333333
2,4,9,8,7,13,0.153846154
4,1,4,4,5,6,0.666666667
5,14,30,30,31,48,0.104166667
2,3,3,4,3,7,0.285714286
8,10,25,21,24,36,0.222222222
8,12,33,34,36,51,0.156862745
20,19,63,52,61,90,0.222222222
2,2,3,4,1,5,0.4
2,1,2,2,2,4,0.5
1,0,1,1,1,1,0.5
2,1,6,5,4,7,0.285714286
1,0,0,1,0,1,0.5
1,0,1,0,1,1,0.5
7,11,16,21,20,30,0.233333333
5,5,10,13,11,17,0.294117647
1,0,1,1,1,1,0.5
5,1,14,8,14,16,0.3125
4,2,6,3,7,10,0.4
2,0,5,3,1,5,0.4
5,7,6,8,8,13,0.384615385
4,2,5,7,5,9,0.444444444
2,3,2,3,2,6,0.333333333
2,1,7,6,4,8,0.25
1,0,0,0,1,1,0.5
5,6,16,14,19,25,0.2
1,0,1,1,0,1,0.5
1,0,0,1,0,1,0.5
2,0,3,2,2,3,0.666666667
3,6,8,7,7,14,0.214285714
6,4,12,11,9,19,0.315789474
14,15,41,39,38,61,0.229508197
4,8,19,18,18,27,0.148148148
9,9,29,25,28,42,0.214285714
4,5,4,6,8,10,0.4
1,0,1,0,1,1,0.5
3,2,2,3,3,6,0.5
10,5,16,15,11,24,0.416666667
7,6,13,12,17,22,0.318181818
6,8,17,19,19,28,0.214285714
2,0,0,1,2,2,0.5
4,9,18,17,16,28,0.142857143
1,0,0,0,0,1,0.5
1,0,0,1,1,1,0.5
9,6,37,29,25,44,0.204545455
14,16,29,40,31,51,0.274509804
1,0,0,0,1,1,0.5
2,3,6,3,5,9,0.222222222
7,7,23,21,17,31,0.225806452
3,1,4,5,5,7,0.428571429
3,0,3,3,2,3,0.5
2,0,7,4,4,7,0.285714286
2,0,1,3,1,3,0.666666667
1,0,1,0,0,1,0.5
2,0,3,3,1,3,0.666666667
4,5,8,8,8,15,0.266666667
2,0,1,1,1,2,0.5
1,0,1,0,0,1,0.5
2,1,0,2,2,3,0.666666667
2,0,2,1,2,2,0.5
1,0,1,1,0,1,0.5
6,7,9,13,10,18,0.333333333
3,0,5,3,5,6,0.5
11,6,27,27,24,37,0.297297297
2,1,1,2,0,3,0.666666667
16,17,48,51,37,69,0.231884058
9,2,13,12,12,18,0.5
3,1,4,4,5,7,0.428571429
3,0,3,1,2,5,0.6
3,2,5,4,3,7,0.428571429
2,0,2,2,2,3,0.666666667
3,2,10,8,8,13,0.230769231
2,0,1,2,1,2,0.5
4,6,10,11,12,18,0.222222222
8,3,14,16,14,20,0.4
3,3,6,3,3,9,0.333333333
17,20,43,43,45,68,0.25
5,7,12,9,12,20,0.25
1,0,1,1,1,1,0.5
2,2,1,3,2,5,0.4
3,0,4,3,2,4,0.75
5,7,22,21,22,29,0.172413793
2,1,1,3,2,3,0.666666667
6,2,16,16,12,21,0.285714286
4,7,8,7,9,17,0.235294118
5,2,4,6,6,7,0.714285714
17,26,41,42,43,73,0.232876712
1,0,1,1,0,1,0.5
2,0,1,0,1,2,0.5
8,16,44,43,41,62,0.129032258
1,0,1,0,0,1,0.5
7,6,15,18,17,25,0.28
4,1,9,10,6,11,0.363636364
4,6,10,11,12,17,0.235294118
2,0,1,2,1,2,0.5
1,0,1,0,1,1,0.5
1,0,1,1,1,1,0.5
7,5,17,17,15,26,0.269230769
1,0,1,1,0,1,0.5
2,2,4,2,3,6,0.333333333
3,5,9,11,6,15,0.2
6,4,7,5,10,13,0.461538462
1,0,1,1,0,1,0.5
8,15,27,28,28,46,0.173913043
1,0,0,1,1,1,0.5
7,11,15,24,22,29,0.24137931
2,4,8,8,5,12,0.166666667
14,18,34,47,35,57,0.245614035
4,2,6,5,5,9,0.444444444
5,7,10,15,14,19,0.263157895
3,2,14,8,11,17,0.176470588
7,18,20,27,24,42,0.166666667
2,0,5,2,3,5,0.4
9,15,29,29,34,47,0.191489362
1,0,1,1,1,1,0.5
4,2,7,9,7,10,0.4
12,13,27,29,32,44,0.272727273
6,7,14,14,17,24,0.25
6,3,13,13,13,19,0.315789474
3,5,12,11,13,18,0.166666667
1,0,1,1,0,1,0.5
4,5,14,10,7,19,0.210526316
2,1,3,4,2,6,0.333333333
1,0,1,0,1,1,0.5
1,0,1,1,0,1,0.5
6,7,10,12,9,20,0.3
1,0,1,1,1,1,0.5
3,5,5,6,7,11,0.272727273
2,0,4,5,4,6,0.333333333
9,8,22,23,14,31,0.290322581
4,3,8,7,8,11,0.363636364
8,6,15,16,17,25,0.32
2,2,2,2,1,4,0.5
2,3,8,6,8,11,0.181818182
4,0,7,5,4,9,0.444444444
9,9,29,27,23,40,0.225
2,0,8,6,5,9,0.222222222
1,0,0,1,1,1,0.5
1,0,1,1,1,1,0.5
4,4,7,8,5,13,0.307692308
1,0,0,1,0,1,0.5
1,0,1,0,1,1,0.5
1,0,1,1,1,1,0.5
2,4,2,3,3,7,0.285714286
1,0,1,1,1,1,0.5
6,1,15,10,12,18,0.333333333
4,6,13,10,12,22,0.181818182
9,6,23,22,25,33,0.272727273
1,0,1,1,1,1,0.5
6,7,27,21,26,38,0.157894737
1,2,4,5,3,7,0.142857143
5,3,10,10,10,14,0.357142857
2,6,19,17,22,25,0.08
8,7,34,31,26,43,0.186046512
6,5,15,16,13,23,0.260869565
10,7,28,24,23,37,0.27027027
12,28,40,44,43,72,0.166666667
5,5,13,13,12,18,0.277777778
3,5,6,8,7,13,0.230769231
6,5,11,15,16,21,0.285714286
2,1,7,5,5,9,0.222222222
5,3,11,8,11,16,0.3125
3,2,7,5,5,10,0.3
1,0,3,1,2,3,0.333333333
16,13,21,23,26,42,0.380952381
6,5,18,17,19,26,0.230769231
4,6,16,17,14,23,0.173913043
2,1,4,4,2,5,0.4
2,1,5,6,3,7,0.285714286
1,0,2,3,1,3,0.333333333
2,2,8,9,7,11,0.181818182
4,3,12,12,8,16,0.25
9,4,30,18,19,35,0.257142857
8,14,26,27,26,43,0.186046512
7,6,9,12,9,18,0.388888889
23,26,45,55,49,79,0.291139241
5,11,17,19,15,28,0.178571429
5,1,5,6,3,8,0.625
5,4,17,13,14,23,0.217391304
1,0,3,3,2,3,0.333333333
5,10,15,17,16,26,0.192307692
8,5,16,15,13,23,0.347826087
4,6,14,13,7,21,0.19047619
1,1,0,0,2,2,0.5
1,1,4,3,2,5,0.2
17,14,38,42,36,57,0.298245614
2,6,12,11,10,18,0.111111111
18,20,52,55,46,79,0.227848101
1,1,5,5,2,6,0.166666667
2,2,2,2,1,5,0.4
3,5,18,16,14,23,0.130434783
5,5,7,10,11,15,0.333333333
1,10,10,12,13,20,0.05
6,4,11,9,12,18,0.333333333
1,0,3,1,3,4,0.25
1,1,2,1,2,3,0.333333333
1,0,2,0,1,2,0.5
6,5,11,13,12,19,0.315789474
2,8,10,11,10,18,0.111111111
3,4,10,6,6,15,0.2
1,1,2,2,1,4,0.25
2,5,8,10,9,14,0.142857143
4,6,16,17,17,23,0.173913043
2,0,4,3,1,4,0.5
11,12,24,24,27,39,0.282051282
7,4,15,14,13,21,0.333333333
4,4,4,5,8,11,0.363636364
1,2,0,1,1,3,0.333333333
2,3,10,8,9,15,0.133333333
2,0,3,1,1,3,0.666666667
2,3,7,4,4,10,0.2
5,1,8,6,6,11,0.454545455
14,16,40,39,37,59,0.237288136
3,4,15,12,13,20,0.15
7,6,17,14,15,26,0.269230769
5,4,13,13,14,21,0.238095238
13,20,49,48,41,74,0.175675676
1,1,4,2,3,5,0.2
1,0,2,1,1,2,0.5
14,18,48,45,35,68,0.205882353
1,1,5,3,3,6,0.166666667
2,6,9,7,10,16,0.125
4,6,10,12,7,17,0.235294118
1,2,2,3,3,5,0.2
1,2,4,4,3,7,0.142857143
5,10,18,17,20,31,0.161290323
2,2,8,4,5,10,0.2
2,3,12,9,11,15,0.133333333
2,3,1,3,3,5,0.4
2,5,14,12,13,19,0.105263158
6,20,27,33,34,49,0.12244898
1,0,1,1,1,2,0.5
5,17,29,33,28,48,0.104166667
2,2,4,3,2,7,0.285714286
9,9,21,20,22,33,0.272727273
6,7,16,17,16,24,0.25
2,4,10,6,9,15,0.133333333
6,9,20,20,17,30,0.2
6,10,11,13,15,23,0.260869565
3,11,13,14,17,25,0.12
6,7,20,22,19,31,0.193548387
6,6,18,13,14,25,0.24
12,19,33,37,33,59,0.203389831
5,1,11,9,8,12,0.416666667
6,10,9,16,15,23,0.260869565
9,2,26,16,19,31,0.290322581
3,1,6,4,4,8,0.375
8,9,26,21,28,36,0.222222222
3,2,14,10,12,17,0.176470588
1,2,2,2,2,4,0.25
2,2,2,3,3,5,0.4
4,4,12,10,12,17,0.235294118
3,2,9,9,8,12,0.25
5,6,12,12,13,20,0.25
2,2,7,5,6,9,0.222222222
6,7,25,21,24,35,0.171428571
1,1,0,1,0,2,0.5
6,10,26,25,24,38,0.157894737
1,2,8,3,6,10,0.1
7,11,23,26,27,38,0.184210526
2,2,5,7,2,7,0.285714286
1,1,4,4,4,5,0.2
3,6,16,17,17,23,0.130434783
2,0,6,4,4,6,0.333333333
3,3,13,11,10,16,0.1875
2,7,11,13,11,18,0.111111111
2,1,3,3,4,5,0.4
2,4,9,4,7,14,0.142857143
19,24,43,37,41,75,0.253333333
12,15,34,28,33,50,0.24
4,7,11,14,13,21,0.19047619
3,5,5,9,5,12,0.25
1,0,2,2,2,2,0.5
7,14,27,26,30,45,0.155555556
16,25,37,44,49,68,0.235294118
3,4,10,11,6,14,0.214285714
4,10,17,20,24,31,0.129032258
2,2,2,3,2,5,0.4
1,0,4,4,3,5,0.2
4,8,21,18,18,29,0.137931034
1,1,3,3,4,4,0.25
5,13,14,20,18,30,0.166666667
1,0,1,2,1,2,0.5
6,14,4,14,19,23,0.260869565
1,0,3,2,3,3,0.333333333
1,0,2,2,2,2,0.5
1,1,1,2,2,3,0.333333333
3,4,6,9,7,11,0.272727273
2,0,3,1,2,3,0.666666667
3,2,2,3,4,6,0.5
18,32,62,66,68,100,0.18
15,13,29,33,31,48,0.3125
3,3,5,8,6,10,0.3
6,8,32,27,24,42,0.142857143
14,13,43,47,39,63,0.222222222
7,27,39,46,39,66,0.106060606
8,6,17,15,14,25,0.32
4,9,18,15,19,28,0.142857143
9,16,44,31,33,62,0.14516129
3,6,5,9,7,13,0.230769231
9,11,21,22,21,34,0.264705882
2,3,6,3,5,9,0.222222222
4,7,12,13,15,22,0.181818182
6,9,24,21,22,33,0.181818182
3,5,6,5,12,12,0.25
10,4,26,20,18,32,0.3125
10,15,43,40,41,62,0.161290323
1,0,1,2,2,2,0.5
2,2,1,3,4,4,0.5
3,6,15,18,11,22,0.136363636
1,0,2,0,1,2,0.5
1,1,2,3,2,4,0.25
3,6,6,7,9,14,0.214285714
2,6,18,14,13,25,0.08
4,7,9,14,13,17,0.235294118
3,3,8,9,11,13,0.230769231
3,1,5,4,5,7,0.428571429
11,16,46,40,42,64,0.171875
9,7,19,18,23,32,0.28125
3,11,14,13,18,27,0.111111111
4,3,11,9,6,14,0.285714286
5,9,17,20,16,29,0.172413793
1,0,3,2,2,3,0.333333333
4,3,4,7,6,10,0.4
3,8,17,14,15,27,0.111111111
1,3,4,7,6,7,0.142857143
1,1,1,2,2,2,0.5
2,2,4,6,3,7,0.285714286
4,4,8,10,10,14,0.285714286
1,3,2,5,6,6,0.166666667
2,1,8,6,11,11,0.181818182
1,4,3,7,3,8,0.125
1,2,1,1,1,3,0.333333333
2,9,16,14,20,27,0.074074074
27,23,65,65,61,100,0.27
4,14,17,23,19,33,0.121212121
4,1,6,6,8,9,0.444444444
1,2,8,7,7,10,0.1
16,26,65,60,67,95,0.168421053
13,17,33,30,38,56,0.232142857
17,30,53,56,58,89,0.191011236
2,3,4,3,4,9,0.222222222
5,9,17,21,17,27,0.185185185
1,1,4,3,2,5,0.2
5,5,12,15,13,20,0.25
1,0,2,1,1,2,0.5
1,1,4,6,4,6,0.166666667
3,15,15,16,20,31,0.096774194
3,3,6,7,6,9,0.333333333
5,5,12,16,7,19,0.263157895
8,21,42,36,41,67,0.119402985
3,5,6,11,10,12,0.25
1,0,6,2,4,6,0.166666667
